edge_id,source,target,relation,symmetric,support_count,fact_status,retrieval_status,scope_policy
a11b14c6410bb7d75cf194f8,android.animation.Animator,java.lang.Object,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
1e9cec67c20b93e434d82e75,android.view.animation.LinearInterpolator,android.view.animation.RotateAnimation,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
9d7ab45014467eaf0370cbc7,android.view.animation.RotateAnimation,android.content.Context,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
94531c0e2b7163c76062efe3,android.view.animation.RotateAnimation,android.view.animation.Animation,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
8bfbeb0d1c9c5d8037e8a97a,android.view.animation.RotateAnimation,android.widget.ImageView,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
2bc03b827d7ce2d8483c25e5,android.view.animation.TranslateAnimation,android.content.Context,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
6e689cba990f2ddf544c102e,android.view.animation.TranslateAnimation,android.view.animation.Animation,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
88e4591c4ee5b181331014c1,android.widget.Button,android.content.Context,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2b26cc769c61c609210742ce,android.widget.Button,android.widget.TextView,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
385324b9387f351508e058af,android.widget.ImageView,android.content.Context,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
beddf6a9ddd72504f3fb47fa,android.widget.ImageView,android.graphics.Bitmap,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
27949dc7e0e73ad6cacead37,android.widget.ImageView,android.graphics.drawable.Drawable,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
43bfeb4dbd8afc2eeec03722,android.widget.ImageView,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
4834427a0e3846c0a15e4070,android.widget.ImageView,android.view.View,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
69aaa4843a68238490205f3f,android.widget.TextView,android.content.Context,ACCEPTS,0,6,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
13fb3dea2f563466b09a5fbf,android.widget.TextView,android.content.res.TypedArray,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
8a95ff1a10c5beab986249d8,android.widget.TextView,android.graphics.drawable.Drawable,ACCEPTS,0,4,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2625c235b1ac8265144f5029,android.widget.TextView,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
9630ab02e6c726ff980c0d75,android.widget.TextView,android.os.Bundle,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
3f4abfa48ea6874efb74e3be,android.widget.TextView,android.os.Bundle,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
72d3aa4001374b431fe80931,android.widget.TextView,android.view.View,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2085016ae45818f3f3334c08,android.widget.TextView,java.lang.String,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
02baf0a0f3502c1edb9f5d42,android.widget.TextView,java.lang.String,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
1c18e99b5f5c156d8ebb790e,java.lang.Object,java.lang.String,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
131e8be66022df7188d6b10a,java.lang.String,java.lang.Object,ACCEPTS,0,5,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
